Consecutivo,Estado,Region,Municipio,Uso Suelo,Acto Juridico,Año
38570,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38571,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38572,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38573,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38574,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38575,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38576,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38577,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38578,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38579,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38580,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38581,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38582,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38583,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38584,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38585,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38586,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38587,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38588,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38589,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38590,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38591,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38592,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38593,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38594,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38595,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38596,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38597,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38598,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38599,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38600,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38601,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38602,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38603,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38604,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38605,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38606,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38607,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38608,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38609,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38610,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38611,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38612,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38613,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38614,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38615,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38616,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38617,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38618,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38619,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38620,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38621,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38622,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38623,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38624,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38625,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38626,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38627,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38628,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38629,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38630,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38631,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38632,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38633,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38634,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38635,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38636,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38637,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38638,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38639,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38640,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38641,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38642,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38643,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38644,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38645,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38646,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38647,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38648,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38649,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38650,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38651,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38652,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38653,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38654,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38655,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38656,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38657,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38658,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38659,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38660,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38661,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38662,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38663,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38664,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38665,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38666,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38667,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38668,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38669,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38670,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38671,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38672,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38673,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38674,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38675,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38676,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38677,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38678,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38679,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38680,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38681,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38682,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38683,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38684,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38685,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38686,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38687,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38688,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38689,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38690,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38691,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38692,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38693,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38694,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38695,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38696,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38697,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38698,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38699,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38700,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38701,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38702,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38703,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38704,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38705,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38706,JALISCO,GUADALAJARA,GUADALAJARA,HABITACIONAL,Hipoteca,2017
38707,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38708,JALISCO,GUADALAJARA,ZAPOPAN,URBANO,Hipoteca,2017
38709,JALISCO,GUADALAJARA,ZAPOPAN,URBANO,Hipoteca,2017
38710,JALISCO,GUADALAJARA,TLAJOMULCO DE ZUÑIGA,HABITACIONAL,Hipoteca,2017
38711,JALISCO,GUADALAJARA,TLAJOMULCO DE ZUÑIGA,HABITACIONAL,Hipoteca,2017
38712,JALISCO,GUADALAJARA,TLAJOMULCO DE ZUÑIGA,HABITACIONAL,Hipoteca,2017
38713,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38714,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38715,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38716,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38717,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38718,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38719,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38720,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38721,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38722,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38723,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38724,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38725,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38726,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38727,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38728,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38729,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38730,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38731,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38732,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38733,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38734,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38735,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38736,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38737,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38738,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38739,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38740,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38741,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38742,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38743,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38744,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38745,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38746,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38747,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38748,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38749,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38750,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38751,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38752,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38753,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38754,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38755,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38756,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38757,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38758,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38759,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38760,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38761,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38762,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38763,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38764,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38765,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38766,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38767,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38768,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38769,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38770,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38771,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38772,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38773,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38774,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38775,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38776,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38777,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38778,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38779,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38780,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38781,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38782,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38783,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38784,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38785,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38786,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38787,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38788,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38789,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38790,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38791,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38792,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38793,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38794,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Otro,2017
38795,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38796,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38797,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38798,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38799,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38800,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38801,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38802,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38803,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38804,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38805,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38806,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38807,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38808,JALISCO,GUADALAJARA,EL SALTO,RUSTICO,Hipoteca,2017
38809,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38810,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38811,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38812,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38813,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38814,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38815,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38816,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38817,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38818,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38819,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38820,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38821,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38822,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38823,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38824,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38825,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38826,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38827,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38828,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38829,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38830,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38831,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38832,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38833,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Otro,2017
38834,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38835,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38836,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38837,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38838,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38839,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38840,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38841,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38842,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38843,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38844,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38845,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38846,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38847,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38848,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38849,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38850,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Otro,2017
38851,JALISCO,GUADALAJARA,TLAQUEPAQUE,HABITACIONAL,Hipoteca,2017
38852,JALISCO,GUADALAJARA,TLAJOMULCO DE ZUÑIGA,URBANO,Hipoteca,2017
38853,JALISCO,GUADALAJARA,GUADALAJARA,HABITACIONAL,Hipoteca,2017
38854,JALISCO,GUADALAJARA,ZAPOPAN,HABITACIONAL,Hipoteca,2017
38855,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38856,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38857,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38858,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38859,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38860,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38861,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38862,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38863,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38864,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
38865,JALISCO,GUADALAJARA,TONALA,HABITACIONAL,Hipoteca,2017
